ts,open,high,low,close,vol
1782314400000,60957.5,61128.9,60912.7,60921.7,1595.397
1782314700000,60921.7,60967.0,60800.0,60854.4,1787.61
1782315000000,60854.4,60860.0,60646.1,60747.7,2856.672
1782315300000,60747.6,60759.2,60600.0,60632.8,2142.268
1782315600000,60632.7,60649.8,60509.7,60549.9,2353.635
1782315900000,60549.9,60560.5,60333.0,60405.0,3630.585
1782316200000,60405.0,60513.0,60346.4,60354.4,2065.06
1782316500000,60354.3,60400.0,60238.0,60254.9,2520.175
1782316800000,60254.9,60363.8,60241.6,60266.3,2189.505
1782317100000,60266.3,60402.1,60193.0,60374.9,2068.065
1782317400000,60375.0,60529.9,60374.9,60492.3,2055.652
1782317700000,60492.2,60549.1,60421.6,60509.5,1393.84
1782318000000,60509.4,60649.1,60440.2,60584.9,1391.216
1782318300000,60584.9,60594.0,60388.5,60519.0,1809.648
1782318600000,60519.1,60539.1,60432.0,60488.9,834.317
1782318900000,60488.9,60537.2,60264.3,60277.9,1210.299
1782319200000,60277.9,60308.7,60113.2,60231.8,2048.072
1782319500000,60231.8,60231.8,59920.0,60049.0,4283.133
1782319800000,60049.0,60109.7,59260.0,59862.1,15477.03
1782320100000,59862.2,59924.1,59734.7,59808.2,3022.787
1782320400000,59808.3,60025.2,59765.0,59963.2,3041.73
1782320700000,59963.1,59963.2,59726.9,59893.4,2027.812
1782321000000,59893.3,59932.8,59670.0,59802.0,1609.372
1782321300000,59802.1,59840.2,59526.2,59562.1,2564.575
1782321600000,59562.2,59572.5,59300.0,59491.2,6567.784
1782321900000,59491.2,59760.0,59401.1,59645.3,2557.691
1782322200000,59645.3,59720.6,59475.4,59665.2,1630.115
1782322500000,59665.2,59665.2,59380.2,59439.4,1761.22
1782322800000,59439.3,59499.9,59226.5,59293.2,2383.69
1782323100000,59293.2,59448.7,59060.0,59355.0,5747.645
1782323400000,59354.9,59468.7,59313.8,59379.1,2324.879
1782323700000,59379.1,59464.5,59270.5,59363.7,1331.933
1782324000000,59363.6,59469.9,59269.4,59417.1,1265.885
1782324300000,59417.0,59560.0,59343.0,59502.1,1957.527
1782324600000,59502.1,59588.0,59460.1,59563.4,1424.79
1782324900000,59563.4,59748.0,59537.7,59728.5,2540.666
1782325200000,59728.4,59895.3,59700.0,59808.1,2483.338
1782325500000,59808.1,59895.3,59659.7,59677.9,1220.334
1782325800000,59678.0,59720.0,59607.9,59652.1,945.745
1782326100000,59652.0,59679.7,59532.6,59555.3,1017.547
1782326400000,59555.4,59555.4,59455.6,59528.1,959.376
1782326700000,59528.1,59577.0,59404.2,59426.1,872.887
1782327000000,59426.1,59522.9,59380.0,59520.0,878.899
1782327300000,59519.9,59617.8,59481.0,59569.5,657.696
1782327600000,59569.5,59682.1,59560.6,59655.0,1014.628
1782327900000,59655.0,59710.0,59572.0,59690.9,610.748
1782328200000,59690.8,59690.8,59484.7,59648.6,947.277
1782328500000,59648.5,59659.4,59558.2,59636.3,394.356
1782328800000,59636.3,59671.8,59569.3,59665.4,452.151
1782329100000,59665.3,59814.4,59664.9,59802.6,1151.467
1782329400000,59802.5,59819.1,59693.8,59812.7,544.153
1782329700000,59812.6,59879.1,59755.0,59804.3,586.151
